,Year,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,MCPP,100 Block Address,Longitude,Latitude
1030959,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,HARRISON ST / 5TH AVE N,-122.347591844,47.62207493
1031014,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,2XX BLOCK OF TAYLOR AVE N,-122.34630127,47.62031869
1031065,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,3XX BLOCK OF TERRY AVE N,-122.337156287,47.62145271
1031079,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,10XX BLOCK OF FAIRVIEW AVE N,-122.331849,47.62796758
1031101,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,EASTLAKE AVE E / DENNY WAY,-122.329128113,47.61853441
1031136,2023,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
1031159,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,20XX BLOCK OF 5TH AVE,-122.339823613,47.61411132
1031164,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,3RD AVE / BATTERY ST,-122.346093656,47.61547345
1031194,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
1031215,2023,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.346311222,47.61915025
1031248,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,22XX BLOCK OF 3RD AVE,-122.344144,47.61432
1031301,2023,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,27XX BLOCK OF 4TH AVE,-122.348506,47.61807131
1031323,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,18XX BLOCK OF YALE AVE,-122.330349048,47.61788922
1031333,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,21XX BLOCK OF 4TH AVE,-122.341983607,47.61421579
1031356,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,19XX BLOCK OF 3RD AVE,-122.340242172,47.61201358
1031371,2023,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
1031373,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,2XX BLOCK OF 8TH AVE N,-122.341081499,47.62029929
1031382,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,3XX BLOCK OF FAIRVIEW AVE N,-122.334271,47.62141953
1031417,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683008,47.61344689
1031421,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.3361655,47.61605329
1031508,2023,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.346311222,47.61915025
1031555,2023,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,7XX BLOCK OF OLIVE WAY,-122.334616763,47.61382604
1031573,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,2XX BLOCK OF TERRY AVE N,-122.337165761,47.62028465
1031574,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,2XX BLOCK OF TERRY AVE N,-122.337165761,47.62028465
1031607,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683013,47.61344689
1031620,2023,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,SLU/CASCADE,18XX BLOCK OF FAIRVIEW AVE E,-122.327604146,47.63595556
1031625,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.3361655,47.61605329
1031660,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
1031684,2023,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,4XX BLOCK OF WALL ST,-122.345741181,47.6170232
1031701,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,3XX BLOCK OF TAYLOR AVE N,-122.346291581,47.62148639
1031715,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,18XX BLOCK OF BOREN AVE,-122.332067369,47.61655803
1031725,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,11XX BLOCK OF FAIRVIEW AVE N,-122.32888058,47.6303008
1031726,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,2XX BLOCK OF TERRY AVE N,-122.337165761,47.62028465
1031785,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF 5TH AVE N,-122.347567425,47.62495904
1031789,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,27XX BLOCK OF 3RD AVE,-122.349364869,47.61740707
1031834,2023,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
1031862,2023,A,PROPERTY,LARCENY-THEFT,Purse-snatching,23B,SLU/CASCADE,13XX BLOCK OF STEWART ST,-122.330566219,47.61860867
1031889,2023,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,SLU/CASCADE,19XX BLOCK OF 4TH AVE,-122.339382653,47.61267823
1031920,2023,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,3XX BLOCK OF BLANCHARD ST,-122.3430639,47.61426825
1031925,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4XX BLOCK OF TERRY AVE N,-122.337146941,47.62262048
1032003,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,2XX BLOCK OF DEXTER AVE N,-122.342386714,47.620304
1032009,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
1032053,2023,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.336165507,47.61605329
1032067,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,12XX BLOCK OF REPUBLICAN ST,-122.331076569,47.62312138
1032127,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,4XX BLOCK OF DEXTER AVE N,-122.34236642,47.62263975
1032147,2023,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,8XX BLOCK OF HOWELL ST,-122.333645381,47.61445322
1032164,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,2XX BLOCK OF 6TH AVE N,-122.345007,47.620314
1032197,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,4XX BLOCK OF WALL ST,-122.345741181,47.6170232
1032202,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,6XX BLOCK OF STEWART ST,-122.336584689,47.61395514
1032220,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF EASTLAKE AVE E,-122.32916,47.623703
1032221,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF EASTLAKE AVE E,-122.32916,47.623703
1032235,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
1032242,2023,A,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail,210,SLU/CASCADE,2XX BLOCK OF MINOR AVE N,-122.332983074,47.62023779
1032251,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,8XX BLOCK OF HOWELL ST,-122.333645381,47.61445322
1032253,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
1032285,2023,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,25XX BLOCK OF 3RD AVE,-122.347496,47.616302
1032316,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,9XX BLOCK OF HARRISON ST,-122.339107965,47.62204367
1032353,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,7TH AVE / STEWART ST,-122.336154768,47.61428795
1032359,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,13XX BLOCK OF MERCER ST,-122.329803998,47.62427705
1032364,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,19XX BLOCK OF WESTLAKE AVE,-122.337653877,47.61438941
1032374,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,3RD AVE / LENORA ST,-122.342192704,47.61316683
1032429,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,6XX BLOCK OF YALE AVE N,-122.3305621,47.62463779
1032440,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF DEXTER AVE N,-122.342396777,47.61913488
1032460,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,12XX BLOCK OF MERCER ST,-122.332366113,47.62427037
1032472,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,5TH AVE N / MERCER ST,-122.347571015,47.62456148
1032473,2023,A,PROPERTY,ARSON,Arson,200,SLU/CASCADE,5TH AVE N / MERCER ST,-122.347571015,47.62456148
1032480,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,WESTLAKE AVE / 6TH AVE,-122.3375632,47.61394697
1032495,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,THOMAS ST / TAYLOR AVE N,-122.346296413,47.62090272
1032498,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.333646875,47.62311893
1032499,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.333646875,47.62311893
1032561,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,22XX BLOCK OF 3RD AVE,-122.344144,47.61432
1032623,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,8TH AVE / WESTLAKE AVE,-122.337893627,47.61649021
1032664,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,5XX BLOCK OF MINOR AVE N,-122.333003305,47.62369234
1032667,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,25XX BLOCK OF 4TH AVE,-122.3466378,47.61696696
1032693,2023,B,PROPERTY,BAD CHECKS,Bad Checks,90A,SLU/CASCADE,12XX BLOCK OF HARRISON ST,-122.332352257,47.62197081
1032694,2023,A,SOCIETY,ANIMAL CRUELTY,Animal Cruelty,720,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.341124279,47.61488028
1032728,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,5XX BLOCK OF BOREN AVE N,-122.33583259,47.62387106
1032749,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,2XX BLOCK OF BOREN AVE N,-122.335861789,47.62027952
1032752,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,10XX BLOCK OF OLIVE WAY,-122.331494078,47.61554762
1032810,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,11XX BLOCK OF OLIVE WAY,-122.33017472,47.6156818
1032815,2023,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,22XX BLOCK OF 7TH AVE,-122.340704476,47.61697878
1032840,2023,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,WESTLAKE AVE N / REPUBLICAN ST,-122.338446285,47.62320915
1032891,2023,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,1XX BLOCK OF FAIRVIEW AVE N,-122.3342579,47.61909104
1032923,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,6TH AVE N / MERCER ST,-122.344135893,47.62444173
1032941,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF TERRY AVE N,-122.337126048,47.62523732
1032942,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.341124279,47.61488028
1032993,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,9TH AVE / DENNY WAY,-122.339375749,47.61853819
1033009,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,2XX BLOCK OF 8TH AVE N,-122.341081499,47.62029929
1033014,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,19XX BLOCK OF 5TH AVE,-122.338523508,47.61334267
1033040,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,2XX BLOCK OF PONTIUS AVE N,-122.331700196,47.62024125
1033063,2023,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.336165507,47.61605329
1033090,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,11XX BLOCK OF EASTLAKE AVE E,-122.328610622,47.6296551
1033139,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,3RD AVE / LENORA ST,-122.342192704,47.61316683
1033221,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,7XX BLOCK OF STEWART ST,-122.335725066,47.61462023
1033236,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,22XX BLOCK OF 4TH AVE,-122.343284238,47.61498466
1033329,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
1033393,2023,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,4XX BLOCK OF DEXTER AVE N,-122.34236642,47.62263975
1033405,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4XX BLOCK OF WESTLAKE AVE N,-122.338450991,47.62262519
1033414,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF WALL ST,-122.344882,47.617689
1033419,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,2XX BLOCK OF TERRY AVE N,-122.337165761,47.62028465
1033421,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,9XX BLOCK OF FAIRVIEW AVE N,-122.3324647,47.62748318
1033433,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,18XX BLOCK OF YALE AVE,-122.330349048,47.61788922
1033456,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,8XX BLOCK OF FAIRVIEW AVE N,-122.334203646,47.62613482
1033495,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,3XX BLOCK OF LENORA ST,-122.341762926,47.61349901
1033527,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
1033550,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
1033554,2023,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,SLU/CASCADE,LENORA ST / TERRY AVE,-122.336177278,47.61781815
1033555,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
1033557,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,9XX BLOCK OF STEWART ST,-122.334006702,47.6159486
1033585,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683008,47.61344689
1033646,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
1033647,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
1033658,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
1033711,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.3463112,47.61915025
1033717,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,11XX BLOCK OF MERCER ST,-122.334050615,47.62426596
1033735,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.341124279,47.61488028
1033762,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
1033763,2023,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
1033764,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
1033765,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,VIRGINIA ST / 3RD AVE,-122.340892454,47.61239802
1033780,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,9XX BLOCK OF THOMAS ST,-122.339117117,47.62087651
1033800,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,DENNY WAY / 6TH AVE,-122.345005815,47.61856054
1033817,2023,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,5TH AVE / LENORA ST,-122.340473676,47.61449557
1033885,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
1033899,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,22XX BLOCK OF WESTLAKE AVE,-122.338451686,47.61833048
1033911,2023,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,4XX BLOCK OF 9TH AVE N,-122.339755754,47.62263009
1033956,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,5XX BLOCK OF BELL ST,-122.342645,47.616366
1033987,2023,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,18XX BLOCK OF YALE AVE,-122.330349,47.61788922
1034007,2023,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,20XX BLOCK OF BOREN AVE,-122.334785872,47.61818657
1034042,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,20XX BLOCK OF 3RD AVE,-122.341542597,47.61278241
1034083,2023,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,SLU/CASCADE,STEWART ST / DENNY WAY,-122.330722957,47.61849176
1034096,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,STEWART ST / 9TH AVE,-122.334436316,47.61561648
1034134,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,13XX BLOCK OF ALOHA ST,-122.3300319,47.62686966
1034281,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,7TH AVE / STEWART ST,-122.336154768,47.61428795
1034308,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
1034330,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,BLANCHARD ST / 3RD AVE,-122.343493767,47.61393611
1034331,2023,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,SLU/CASCADE,BLANCHARD ST / 3RD AVE,-122.343493767,47.61393611
1034342,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,1XX BLOCK OF BOREN AVE N,-122.335871375,47.61910958
1034359,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,BLANCHARD ST / 3RD AVE,-122.343493767,47.61393611
1034384,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,18XX BLOCK OF BOREN AVE,-122.332067369,47.61655803
1034408,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,6XX BLOCK OF EASTLAKE AVE E,-122.329165357,47.62469961
1034409,2023,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF EASTLAKE AVE E,-122.329165357,47.62469961
1034419,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,9XX BLOCK OF STEWART ST,-122.334006702,47.6159486
1034462,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,1XX BLOCK OF BOREN AVE N,-122.335871375,47.61910958
1034498,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,6TH AVE N / DENNY WAY,-122.345005815,47.61856054
1034546,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.333646875,47.62311893
1034566,2023,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,8TH AVE / WESTLAKE AVE,-122.337893627,47.61649021
1034571,2023,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,19XX BLOCK OF 9TH AVE,-122.33508605,47.61600093
1034587,2023,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,4XX BLOCK OF DEXTER AVE N,-122.34236642,47.62263975
1034594,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5XX BLOCK OF EASTLAKE AVE E,-122.32916,47.623703
1034598,2023,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,26XX BLOCK OF 4TH AVE,-122.347572035,47.61751932
1034599,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,5XX BLOCK OF EASTLAKE AVE E,-122.329160009,47.62370283
1034654,2023,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,6XX BLOCK OF FAIRVIEW AVE N,-122.33431189,47.62490723
1034715,2023,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
1034746,2023,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,8XX BLOCK OF HOWELL ST,-122.333645381,47.61445322
1034803,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
1034828,2023,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
1034853,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,6TH AVE / BELL ST,-122.342214371,47.61669824
1034858,2023,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5TH AVE / LENORA ST,-122.340473672,47.61449557
1034873,2023,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,4XX BLOCK OF PONTIUS AVE N,-122.331714885,47.62254385
